Order_ID,Order_Date,Product_ID,Customer_ID,Rep_ID,Region,Units_Sold,Unit_Price_NGN,Discount_Pct
ORD02243,2022-08-17,PRD0011,CUS0080,REP009,Lagos,85,380,0.1
ORD02244,2022-12-14,PRD0003,CUS0007,REP006,Port Harcourt,19,520,0.1
ORD02245,2023-04-24,PRD0012,CUS0005,REP009,Lagos,110,580,0.05
ORD02246,2022-09-03,PRD0012,CUS0006,REP007,Abuja,15,580,0
ORD02247,2024-09-02,PRD0006,CUS0064,REP010,Ibadan,84,950,0.05
ORD02248,2024-07-09,PRD0015,CUS0076,REP007,Abuja,50,1200,0.1
ORD02249,2024-07-20,PRD0011,CUS0073,REP001,Kano,52,380,0
ORD02250,2022-10-23,PRD0032,CUS0062,REP004,Port Harcourt,118,3800,0
ORD02251,2024-01-24,PRD0003,CUS0045,REP009,Lagos,64,520,0.05
ORD02252,2023-04-10,PRD0008,CUS0103,REP001,Kano,57,780,0.05
ORD02253,2024-05-05,PRD0009,CUS0073,REP007,Kano,55,420,0.05
ORD02254,2024-01-15,PRD0003,CUS0062,REP006,Port Harcourt,73,520,0
ORD02255,2023-05-19,PRD0012,CUS0031,REP007,Abuja,117,580,0.1
ORD02256,2024-01-15,PRD0008,CUS0068,REP007,Kano,45,780,0
ORD02257,2024-03-15,PRD0011,CUS0016,REP003,Abuja,63,380,0
ORD02258,2024-04-24,PRD0007,CUS0030,REP005,Lagos,119,280,0
ORD02259,2024-02-27,PRD0027,CUS0029,REP009,Ibadan,9,2200,0.1
ORD02260,2023-02-27,PRD0006,CUS0028,REP007,Kano,101,950,0.1
ORD02261,2022-11-16,PRD0004,CUS0033,REP007,Kano,46,350,0.05
ORD02262,2023-05-19,PRD0015,CUS0051,REP003,Abuja,103,1200,0.05
ORD02263,2024-12-22,PRD0021,CUS0015,REP010,Lagos,16,350,0
ORD02264,2022-01-18,PRD0007,CUS0015,REP009,Lagos,51,280,0
ORD02265,2022-11-05,PRD0008,CUS0011,REP003,Abuja,46,780,0.05
ORD02266,2024-07-03,PRD0006,CUS0028,REP003,Kano,18,950,0.15
ORD02267,2022-11-24,PRD0003,CUS0066,REP001,Abuja,85,520,0.05
ORD02268,2022-11-21,PRD0010,CUS0104,REP010,Ibadan,41,430,0.1
ORD02269,2023-05-26,PRD0025,CUS0020,REP010,Lagos,18,420,0.15
ORD02270,2022-03-22,PRD0008,CUS0076,REP003,Abuja,27,780,0.15
ORD02271,2022-02-10,PRD0026,CUS0059,REP010,Ibadan,80,550,0.05
ORD02272,2023-01-08,PRD0027,CUS0078,REP001,Kano,78,2200,0
ORD02273,2023-11-27,PRD0004,CUS0015,REP009,Lagos,85,350,0
ORD02274,2024-03-17,PRD0004,CUS0106,REP001,Abuja,87,350,0
ORD02275,2023-08-22,PRD0031,CUS0095,REP009,Lagos,69,4200,0
ORD02276,2024-05-05,PRD0004,CUS0041,REP003,Abuja,41,350,0.05
ORD02277,2022-02-18,PRD0002,CUS0028,REP003,Kano,36,480,0.1
ORD02278,2023-09-20,PRD0007,CUS0067,REP008,Port Harcourt,40,280,0.1
ORD02279,2024-07-27,PRD0001,CUS0085,REP009,Lagos,117,650,0.05
ORD02280,2022-01-22,PRD0008,CUS0049,REP005,Ibadan,66,780,0.05
ORD02281,2024-03-06,PRD0006,CUS0105,REP010,Lagos,54,950,0
ORD02282,2024-01-22,PRD0019,CUS0069,REP009,Ibadan,22,820,0
ORD02283,2023-06-20,PRD0006,CUS0079,REP005,Ibadan,16,950,0.05
ORD02284,2022-06-23,PRD0022,CUS0002,REP002,Port Harcourt,109,750,0.15
ORD02285,2022-08-08,PRD0008,CUS0026,REP001,Abuja,25,780,0.05
ORD02286,2023-05-01,PRD0019,CUS0005,REP005,Lagos,100,820,0.15
ORD02287,2023-11-30,PRD0013,CUS0024,REP005,Ibadan,117,560,0.05
ORD02288,2023-11-09,PRD0002,CUS0015,REP010,Lagos,23,480,0
ORD02289,2022-06-16,PRD0001,CUS0011,REP001,Abuja,107,650,0.1
ORD02290,2023-04-23,PRD0008,CUS0011,REP001,Abuja,86,780,0.05
ORD02291,2023-01-30,PRD0014,CUS0078,REP001,Kano,29,620,0.05
ORD02292,2023-08-13,PRD0004,CUS0074,REP005,Ibadan,6,350,0
ORD02293,2022-12-27,PRD0024,CUS0021,REP003,Abuja,79,180,0
ORD02294,2022-09-11,PRD0023,CUS0025,REP005,Lagos,102,220,0
ORD02295,2022-11-29,PRD0006,CUS0093,REP007,Kano,58,950,0.05
ORD02296,2023-08-08,PRD0023,CUS0041,REP003,Abuja,100,220,0
ORD02297,2024-12-22,PRD0006,CUS0105,REP010,Lagos,102,950,0
ORD02298,2022-05-13,PRD0007,CUS0075,REP005,Lagos,99,280,0
ORD02299,2024-05-30,PRD0001,CUS0070,REP010,Lagos,101,650,0.1
ORD02300,2022-06-30,PRD0018,CUS0097,REP006,Port Harcourt,14,490,0.05
ORD02301,2023-06-22,PRD0020,CUS0057,REP008,Port Harcourt,67,1650,0
ORD02302,2024-10-20,PRD0011,CUS0052,REP008,Port Harcourt,101,380,0
ORD02303,2023-04-13,PRD0018,CUS0009,REP005,Ibadan,58,490,0.05
ORD02304,2024-08-03,PRD0024,CUS0072,REP008,Port Harcourt,65,180,0.05
ORD02305,2022-11-09,PRD0009,CUS0061,REP007,Abuja,9,420,0.15
ORD02306,2022-10-13,PRD0003,CUS0102,REP008,Port Harcourt,52,520,0
ORD02307,2024-06-08,PRD0027,CUS0091,REP001,Abuja,33,2200,0
ORD02308,2022-02-03,PRD0006,CUS0023,REP003,Kano,31,950,0
ORD02309,2024-10-15,PRD0023,CUS0048,REP001,Kano,115,220,0.05
ORD02310,2023-07-23,PRD0014,CUS0076,REP001,Abuja,69,620,0.05
ORD02311,2024-06-10,PRD0002,CUS0106,REP003,Abuja,19,480,0
ORD02312,2023-10-25,PRD0003,CUS0048,REP007,Kano,72,520,0.05
ORD02313,2023-03-20,PRD0028,CUS0003,REP003,Kano,86,2800,0
ORD02314,2023-11-25,PRD0003,CUS0097,REP008,Port Harcourt,22,520,0.05
ORD02315,2023-08-01,PRD0008,CUS0022,REP006,Port Harcourt,66,780,0
ORD02316,2022-02-06,PRD0005,CUS0068,REP003,Kano,47,1100,0.1
ORD02317,2023-04-24,PRD0012,CUS0042,REP008,Port Harcourt,79,580,0.15
ORD02318,2023-11-10,PRD0021,CUS0051,REP001,Abuja,79,350,0
ORD02319,2023-05-01,PRD0010,CUS0091,REP003,Abuja,8,430,0
ORD02320,2024-11-12,PRD0015,CUS0020,REP009,Lagos,16,1200,0.05
ORD02321,2024-10-02,PRD0002,CUS0043,REP007,Kano,55,480,0.15
ORD02322,2023-01-31,PRD0023,CUS0057,REP004,Port Harcourt,13,220,0.05
ORD02323,2023-05-21,PRD0007,CUS0001,REP007,Abuja,111,280,0.05
ORD02324,2024-09-15,PRD0028,CUS0044,REP005,Ibadan,68,2800,0
ORD02325,2023-02-14,PRD0003,CUS0096,REP007,Abuja,99,520,0
ORD02326,2023-02-04,PRD0005,CUS0049,REP010,Ibadan,54,1100,0.05
ORD02327,2022-01-23,PRD0003,CUS0032,REP006,Port Harcourt,9,520,0
ORD02328,2024-05-13,PRD0021,CUS0070,REP009,Lagos,24,350,0.05
ORD02329,2024-02-22,PRD0009,CUS0099,REP005,Ibadan,46,420,0
ORD02330,2023-07-15,PRD0019,CUS0033,REP003,Kano,64,820,0
ORD02331,2022-11-30,PRD0028,CUS0054,REP005,Ibadan,21,2800,0
ORD02332,2023-10-31,PRD0003,CUS0059,REP009,Ibadan,112,520,0.1
ORD02333,2024-02-08,PRD0009,CUS0104,REP005,Ibadan,47,420,0.05
ORD02334,2022-12-31,PRD0006,CUS0102,REP002,Port Harcourt,78,950,0.15
ORD02335,2022-03-22,PRD0010,CUS0024,REP005,Ibadan,14,430,0
ORD02336,2022-11-07,PRD0027,CUS0025,REP010,Lagos,36,2200,0
ORD02337,2024-01-08,PRD0009,CUS0012,REP006,Port Harcourt,102,420,0
ORD02338,2024-10-05,PRD0011,CUS0008,REP007,Kano,88,380,0.15
ORD02339,2024-03-21,PRD0022,CUS0011,REP007,Abuja,63,750,0
ORD02340,2022-08-25,PRD0002,CUS0037,REP004,Port Harcourt,93,480,0.05
ORD02341,2022-02-19,PRD0010,CUS0035,REP010,Lagos,11,430,0
ORD02342,2023-04-22,PRD0007,CUS0081,REP001,Abuja,55,280,0.15
ORD02343,2024-03-21,PRD0010,CUS0045,REP010,Lagos,91,430,0.1
ORD02344,2024-04-29,PRD0005,CUS0009,REP005,Ibadan,10,1100,0
ORD02345,2023-04-16,PRD0007,CUS0004,REP009,Ibadan,16,280,0.05
ORD02346,2024-01-24,PRD0005,CUS0064,REP005,Ibadan,74,1100,0
ORD02347,2023-07-31,PRD0008,CUS0082,REP006,Port Harcourt,112,780,0
ORD02348,2023-06-09,PRD0025,CUS0052,REP004,Port Harcourt,56,420,0
ORD02349,2023-08-08,PRD0014,CUS0073,REP001,Kano,89,620,0.1
ORD02350,2024-11-14,PRD0003,CUS0028,REP001,Kano,55,520,0.15
ORD02351,2022-08-07,PRD0020,CUS0091,REP001,Abuja,44,1650,0.15
ORD02352,2023-03-15,PRD0010,CUS0059,REP009,Ibadan,88,430,0.1
ORD02353,2023-04-16,PRD0011,CUS0034,REP009,Ibadan,45,380,0
ORD02354,2023-03-20,PRD0010,CUS0031,REP003,Abuja,98,430,0.05
ORD02355,2023-11-02,PRD0020,CUS0098,REP003,Kano,68,1650,0.05
ORD02356,2023-08-08,PRD0003,CUS0096,REP001,Abuja,6,520,0.15
ORD02357,2022-03-05,PRD0027,CUS0004,REP005,Ibadan,6,2200,0
ORD02358,2024-06-30,PRD0029,CUS0093,REP007,Kano,18,2600,0
ORD02359,2024-01-24,PRD0030,CUS0031,REP007,Abuja,100,3500,0
ORD02360,2022-06-05,PRD0001,CUS0102,REP008,Port Harcourt,104,650,0
ORD02361,2022-09-03,PRD0010,CUS0042,REP004,Port Harcourt,119,430,0.15
ORD02362,2023-02-24,PRD0022,CUS0105,REP010,Lagos,118,750,0.05
ORD02363,2022-12-24,PRD0019,CUS0015,REP005,Lagos,64,820,0.15
ORD02364,2023-07-14,PRD0010,CUS0092,REP002,Port Harcourt,99,430,0.1
ORD02365,2022-11-10,PRD0018,CUS0061,REP001,Abuja,9,490,0
ORD02366,2024-10-15,PRD0004,CUS0068,REP003,Kano,7,350,0.05
ORD02367,2022-04-01,PRD0019,CUS0045,REP009,Lagos,31,820,0.15
ORD02368,2023-07-02,PRD0029,CUS0040,REP010,Lagos,30,2600,0
ORD02369,2024-07-06,PRD0024,CUS0010,REP010,Lagos,112,180,0.15
ORD02370,2024-06-10,PRD0022,CUS0079,REP010,Ibadan,97,750,0.15
ORD02371,2022-04-07,PRD0014,CUS0012,REP006,Port Harcourt,64,620,0.15
ORD02372,2024-08-25,PRD0017,CUS0059,REP005,Ibadan,53,900,0.1
ORD02373,2022-10-26,PRD0004,CUS0067,REP006,Port Harcourt,57,350,0
ORD02374,2024-08-15,PRD0022,CUS0022,REP006,Port Harcourt,102,750,0.05
ORD02375,2024-04-15,PRD0014,CUS0012,REP008,Port Harcourt,119,620,0
ORD02376,2023-11-13,PRD0020,CUS0072,REP008,Port Harcourt,116,1650,0.1
ORD02377,2022-12-03,PRD0026,CUS0080,REP009,Lagos,86,550,0
ORD02378,2023-12-01,PRD0024,CUS0029,REP010,Ibadan,79,180,0
ORD02379,2023-02-26,PRD0025,CUS0068,REP001,Kano,70,420,0.05
ORD02380,2022-03-27,PRD0001,CUS0094,REP005,Ibadan,76,650,0.1
ORD02381,2022-12-04,PRD0010,CUS0051,REP007,Abuja,47,430,0.1
ORD02382,2024-02-04,PRD0017,CUS0084,REP009,Ibadan,56,900,0
ORD02383,2023-12-21,PRD0005,CUS0018,REP007,Kano,88,1100,0.05
ORD02384,2022-11-15,PRD0025,CUS0001,REP007,Abuja,70,420,0.15
ORD02385,2022-08-09,PRD0018,CUS0013,REP001,Kano,45,490,0
ORD02386,2024-04-11,PRD0016,CUS0087,REP004,Port Harcourt,110,1850,0
ORD02387,2022-02-18,PRD0003,CUS0045,REP005,Lagos,29,520,0.15
ORD02388,2022-05-27,PRD0028,CUS0070,REP009,Lagos,60,2800,0
ORD02389,2024-04-05,PRD0007,CUS0095,REP010,Lagos,55,280,0
ORD02390,2023-03-03,PRD0013,CUS0097,REP008,Port Harcourt,67,560,0.1
ORD02391,2022-03-27,PRD0007,CUS0078,REP001,Kano,9,280,0
ORD02392,2024-08-27,PRD0009,CUS0018,REP007,Kano,81,420,0.05
ORD02393,2023-12-20,PRD0001,CUS0063,REP001,Kano,68,650,0.15
ORD02394,2022-06-27,PRD0002,CUS0088,REP003,Kano,37,480,0.1
ORD02395,2022-07-12,PRD0005,CUS0053,REP003,Kano,66,1100,0
ORD02396,2023-10-24,PRD0015,CUS0032,REP008,Port Harcourt,18,1200,0
ORD02397,2022-09-20,PRD0026,CUS0004,REP010,Ibadan,62,550,0
ORD02398,2024-10-25,PRD0018,CUS0041,REP003,Abuja,55,490,0.15
ORD02399,2022-04-10,PRD0010,CUS0082,REP002,Port Harcourt,63,430,0
ORD02400,2022-11-30,PRD0007,CUS0095,REP009,Lagos,20,280,0.1
ORD02401,2022-11-14,PRD0010,CUS0075,REP005,Lagos,6,430,0.05
ORD02402,2022-12-28,PRD0004,CUS0048,REP001,Kano,49,350,0.15
ORD02403,2024-10-07,PRD0022,CUS0071,REP007,Abuja,20,750,0
ORD02404,2022-12-03,PRD0012,CUS0096,REP001,Abuja,62,580,0.05
ORD02405,2024-01-21,PRD0025,CUS0083,REP001,Kano,53,420,0.1
ORD02406,2022-08-06,PRD0006,CUS0008,REP003,Kano,77,950,0.1
ORD02407,2024-05-14,PRD0006,CUS0015,REP005,Lagos,91,950,0
ORD02408,2024-08-30,PRD0025,CUS0038,REP007,Kano,118,420,0
ORD02409,2022-09-05,PRD0013,CUS0015,REP005,Lagos,91,560,0
ORD02410,2024-07-02,PRD0006,CUS0089,REP009,Ibadan,14,950,0.15
ORD02411,2023-01-15,PRD0012,CUS0019,REP009,Ibadan,35,580,0
ORD02412,2022-10-29,PRD0001,CUS0062,REP004,Port Harcourt,13,650,0.05
ORD02413,2022-01-25,PRD0006,CUS0105,REP010,Lagos,73,950,0
ORD02414,2023-09-14,PRD0024,CUS0036,REP003,Abuja,108,180,0
ORD02415,2023-01-22,PRD0005,CUS0078,REP003,Kano,28,1100,0.05
ORD02416,2022-05-26,PRD0024,CUS0021,REP007,Abuja,24,180,0.15
ORD02417,2022-05-20,PRD0012,CUS0013,REP007,Kano,37,580,0.1
ORD02418,2024-04-26,PRD0009,CUS0042,REP004,Port Harcourt,102,420,0.05
ORD02419,2022-03-29,PRD0004,CUS0002,REP008,Port Harcourt,98,350,0
ORD02420,2024-03-11,PRD0020,CUS0038,REP007,Kano,22,1650,0.05
ORD02421,2024-11-09,PRD0004,CUS0103,REP007,Kano,82,350,0.05
ORD02422,2023-08-13,PRD0014,CUS0068,REP001,Kano,59,620,0
ORD02423,2022-06-23,PRD0008,CUS0006,REP007,Abuja,56,780,0
ORD02424,2024-08-09,PRD0014,CUS0087,REP006,Port Harcourt,45,620,0.15
ORD02425,2024-08-20,PRD0020,CUS0064,REP009,Ibadan,113,1650,0.1
ORD02426,2022-10-09,PRD0018,CUS0013,REP003,Kano,49,490,0.05
ORD02427,2024-11-24,PRD0006,CUS0014,REP010,Ibadan,40,950,0
ORD02428,2023-08-15,PRD0007,CUS0039,REP010,Ibadan,47,280,0
ORD02429,2023-01-27,PRD0023,CUS0032,REP006,Port Harcourt,72,220,0.1
ORD02430,2024-04-22,PRD0009,CUS0097,REP006,Port Harcourt,90,420,0
ORD02431,2022-10-13,PRD0019,CUS0057,REP004,Port Harcourt,76,820,0
ORD02432,2023-02-23,PRD0004,CUS0083,REP007,Kano,98,350,0.1
ORD02433,2023-08-20,PRD0021,CUS0096,REP001,Abuja,112,350,0
ORD02434,2023-01-10,PRD0008,CUS0038,REP003,Kano,97,780,0
ORD02435,2024-07-29,PRD0006,CUS0024,REP009,Ibadan,15,950,0
ORD02436,2022-09-12,PRD0001,CUS0063,REP007,Kano,30,650,0.15
ORD02437,2023-06-06,PRD0013,CUS0088,REP003,Kano,41,560,0.05
ORD02438,2024-05-11,PRD0031,CUS0006,REP003,Abuja,86,4200,0.05
ORD02439,2022-08-10,PRD0007,CUS0063,REP003,Kano,23,280,0
ORD02440,2022-09-09,PRD0023,CUS0007,REP002,Port Harcourt,41,220,0
ORD02441,2023-07-04,PRD0009,CUS0106,REP001,Abuja,11,420,0.1
ORD02442,2022-05-03,PRD0030,CUS0050,REP005,Lagos,98,3500,0
ORD02443,2023-08-06,PRD0005,CUS0038,REP001,Kano,83,1100,0.05
ORD02444,2023-07-01,PRD0004,CUS0039,REP009,Ibadan,76,350,0.05
ORD02445,2023-10-11,PRD0005,CUS0061,REP001,Abuja,84,1100,0
ORD02446,2022-11-25,PRD0030,CUS0095,REP010,Lagos,40,3500,0.15
ORD02447,2024-09-22,PRD0023,CUS0035,REP005,Lagos,34,220,0
ORD02448,2024-07-30,PRD0026,CUS0029,REP005,Ibadan,41,550,0
ORD02449,2022-01-07,PRD0009,CUS0046,REP007,Abuja,116,420,0.05
ORD02450,2024-03-02,PRD0003,CUS0038,REP001,Kano,16,520,0.05
ORD02451,2024-06-28,PRD0024,CUS0063,REP001,Kano,102,180,0.05
ORD02452,2022-02-17,PRD0025,CUS0034,REP009,Ibadan,68,420,0.05
ORD02453,2024-12-09,PRD0010,CUS0002,REP006,Port Harcourt,84,430,0.05
ORD02454,2024-06-24,PRD0003,CUS0059,REP005,Ibadan,15,520,0.05
ORD02455,2024-02-13,PRD0005,CUS0031,REP003,Abuja,51,1100,0.05
ORD02456,2023-07-16,PRD0025,CUS0046,REP007,Abuja,54,420,0.05
ORD02457,2024-08-19,PRD0005,CUS0090,REP010,Lagos,95,1100,0
ORD02458,2024-07-15,PRD0007,CUS0090,REP009,Lagos,54,280,0
ORD02459,2024-10-02,PRD0025,CUS0073,REP007,Kano,17,420,0.05
ORD02460,2023-06-07,PRD0008,CUS0042,REP004,Port Harcourt,39,780,0.05
ORD02461,2022-11-20,PRD0016,CUS0091,REP001,Abuja,82,1850,0.05
ORD02462,2023-02-05,PRD0001,CUS0055,REP009,Lagos,35,650,0
ORD02463,2022-11-22,PRD0002,CUS0085,REP010,Lagos,16,480,0.05
ORD02464,2023-06-07,PRD0003,CUS0048,REP001,Kano,61,520,0
ORD02465,2023-01-16,PRD0004,CUS0046,REP003,Abuja,14,350,0
ORD02466,2022-07-08,PRD0017,CUS0094,REP005,Ibadan,106,900,0.15
ORD02467,2022-12-27,PRD0025,CUS0067,REP008,Port Harcourt,36,420,0
ORD02468,2023-02-05,PRD0002,CUS0014,REP010,Ibadan,18,480,0
ORD02469,2023-01-02,PRD0012,CUS0074,REP005,Ibadan,53,580,0.1
ORD02470,2023-01-02,PRD0005,CUS0026,REP007,Abuja,7,1100,0
ORD02471,2022-12-18,PRD0011,CUS0082,REP002,Port Harcourt,13,380,0.05
ORD02472,2022-10-04,PRD0004,CUS0076,REP001,Abuja,22,350,0
ORD02473,2024-01-23,PRD0005,CUS0074,REP009,Ibadan,28,1100,0.1
ORD02474,2022-08-14,PRD0014,CUS0101,REP001,Abuja,11,620,0
ORD02475,2024-02-12,PRD0010,CUS0046,REP001,Abuja,108,430,0.05
ORD02476,2024-03-19,PRD0025,CUS0064,REP010,Ibadan,65,420,0.1
ORD02477,2024-11-30,PRD0011,CUS0042,REP008,Port Harcourt,58,380,0
ORD02478,2024-10-27,PRD0005,CUS0008,REP001,Kano,82,1100,0
ORD02479,2023-09-04,PRD0008,CUS0065,REP010,Lagos,44,780,0
ORD02480,2022-02-18,PRD0020,CUS0032,REP008,Port Harcourt,33,1650,0.05
ORD02481,2022-10-29,PRD0016,CUS0023,REP007,Kano,44,1850,0.05
ORD02482,2023-05-16,PRD0025,CUS0036,REP001,Abuja,38,420,0.05
ORD02483,2024-03-28,PRD0008,CUS0073,REP007,Kano,32,780,0.05
ORD02484,2022-09-25,PRD0027,CUS0038,REP001,Kano,120,2200,0.1
ORD02485,2022-07-27,PRD0008,CUS0007,REP006,Port Harcourt,55,780,0.1
ORD02486,2024-06-06,PRD0008,CUS0045,REP010,Lagos,71,780,0.05
ORD02487,2024-09-04,PRD0008,CUS0015,REP009,Lagos,30,780,0
ORD02488,2024-11-03,PRD0003,CUS0016,REP001,Abuja,97,520,0.05
ORD02489,2023-07-07,PRD0005,CUS0080,REP005,Lagos,72,1100,0
ORD02490,2022-02-19,PRD0022,CUS0053,REP003,Kano,64,750,0
ORD02491,2023-10-31,PRD0022,CUS0007,REP006,Port Harcourt,80,750,0
ORD02492,2024-06-16,PRD0001,CUS0083,REP003,Kano,105,650,0.05
ORD02493,2024-11-02,PRD0007,CUS0060,REP005,Lagos,97,280,0.05
ORD02494,2023-07-02,PRD0002,CUS0031,REP001,Abuja,55,480,0
ORD02495,2024-03-18,PRD0007,CUS0006,REP001,Abuja,23,280,0
ORD02496,2024-05-06,PRD0022,CUS0069,REP005,Ibadan,119,750,0
ORD02497,2024-05-24,PRD0032,CUS0044,REP010,Ibadan,32,3800,0
ORD02498,2022-05-16,PRD0019,CUS0041,REP001,Abuja,106,820,0
ORD02499,2023-03-25,PRD0003,CUS0078,REP001,Kano,91,520,0.05
ORD02500,2023-12-03,PRD0024,CUS0059,REP010,Ibadan,39,180,0.05
ORD02501,2023-11-09,PRD0011,CUS0092,REP004,Port Harcourt,41,380,0.15
ORD02502,2023-05-18,PRD0010,CUS0066,REP001,Abuja,48,430,0.05
ORD02503,2023-09-08,PRD0002,CUS0063,REP007,Kano,81,480,0
ORD02504,2023-06-12,PRD0005,CUS0085,REP005,Lagos,106,1100,0
ORD02505,2023-05-25,PRD0018,CUS0018,REP001,Kano,70,490,0
ORD02506,2024-04-25,PRD0007,CUS0093,REP003,Kano,16,280,0
ORD02507,2022-11-29,PRD0021,CUS0014,REP009,Ibadan,119,350,0
ORD02508,2024-06-11,PRD0009,CUS0023,REP003,Kano,9,420,0
ORD02509,2024-01-29,PRD0010,CUS0035,REP009,Lagos,68,430,0.05
ORD02510,2023-03-15,PRD0006,CUS0038,REP003,Kano,84,950,0.15
ORD02511,2022-12-04,PRD0007,CUS0097,REP004,Port Harcourt,54,280,0.15
ORD02512,2022-06-19,PRD0022,CUS0015,REP005,Lagos,7,750,0
ORD02513,2024-05-27,PRD0004,CUS0103,REP001,Kano,12,350,0
ORD02514,2024-08-23,PRD0006,CUS0021,REP001,Abuja,113,950,0
ORD02515,2024-01-02,PRD0004,CUS0009,REP005,Ibadan,45,350,0
ORD02516,2022-07-24,PRD0031,CUS0015,REP010,Lagos,84,4200,0
ORD02517,2023-01-29,PRD0003,CUS0076,REP003,Abuja,81,520,0
ORD02518,2024-12-13,PRD0003,CUS0045,REP010,Lagos,65,520,0.05
ORD02519,2023-06-17,PRD0002,CUS0081,REP007,Abuja,83,480,0
ORD02520,2023-08-05,PRD0017,CUS0050,REP009,Lagos,94,900,0.05
ORD02521,2024-07-15,PRD0017,CUS0047,REP006,Port Harcourt,110,900,0.05
ORD02522,2024-05-06,PRD0007,CUS0106,REP003,Abuja,36,280,0.05
ORD02523,2022-11-01,PRD0002,CUS0011,REP001,Abuja,118,480,0
ORD02524,2022-10-30,PRD0003,CUS0020,REP009,Lagos,15,520,0
ORD02525,2023-11-13,PRD0009,CUS0077,REP004,Port Harcourt,21,420,0.1
ORD02526,2023-09-12,PRD0001,CUS0101,REP003,Abuja,26,650,0.05
ORD02527,2023-01-28,PRD0001,CUS0007,REP002,Port Harcourt,115,650,0.15
ORD02528,2023-06-01,PRD0010,CUS0078,REP001,Kano,56,430,0.15
ORD02529,2023-10-25,PRD0020,CUS0053,REP001,Kano,96,1650,0.05
ORD02530,2023-10-07,PRD0001,CUS0029,REP010,Ibadan,106,650,0
ORD02531,2023-05-29,PRD0024,CUS0078,REP001,Kano,48,180,0
ORD02532,2022-03-28,PRD0014,CUS0081,REP001,Abuja,41,620,0
ORD02533,2023-01-05,PRD0016,CUS0003,REP001,Kano,97,1850,0
ORD02534,2024-02-03,PRD0010,CUS0017,REP002,Port Harcourt,111,430,0.05
ORD02535,2023-02-18,PRD0018,CUS0051,REP001,Abuja,115,490,0.1
ORD02536,2024-10-31,PRD0032,CUS0082,REP008,Port Harcourt,84,3800,0.05
ORD02537,2023-02-07,PRD0010,CUS0008,REP007,Kano,98,430,0.05
ORD02538,2023-08-18,PRD0006,CUS0009,REP009,Ibadan,8,950,0.05
ORD02539,2022-05-09,PRD0026,CUS0073,REP003,Kano,83,550,0.05
ORD02540,2023-04-18,PRD0006,CUS0072,REP004,Port Harcourt,120,950,0.1
ORD02541,2022-03-21,PRD0006,CUS0091,REP007,Abuja,39,950,0
ORD02542,2024-12-22,PRD0028,CUS0036,REP001,Abuja,63,2800,0
ORD02543,2024-03-24,PRD0028,CUS0010,REP009,Lagos,108,2800,0.15
ORD02544,2023-07-15,PRD0001,CUS0069,REP010,Ibadan,117,650,0.1
ORD02545,2023-09-20,PRD0010,CUS0009,REP010,Ibadan,80,430,0
ORD02546,2024-12-29,PRD0024,CUS0019,REP009,Ibadan,55,180,0.05
ORD02547,2023-11-04,PRD0005,CUS0101,REP007,Abuja,93,1100,0.05
ORD02548,2022-06-13,PRD0001,CUS0077,REP004,Port Harcourt,22,650,0.1
ORD02549,2023-06-13,PRD0018,CUS0046,REP007,Abuja,59,490,0
ORD02550,2024-05-23,PRD0008,CUS0026,REP007,Abuja,103,780,0
ORD02551,2023-09-26,PRD0016,CUS0089,REP010,Ibadan,15,1850,0
ORD02552,2022-09-06,PRD0021,CUS0015,REP005,Lagos,107,350,0.15
ORD02553,2023-07-08,PRD0007,CUS0071,REP001,Abuja,70,280,0.15
ORD02554,2024-12-30,PRD0010,CUS0018,REP007,Kano,84,430,0
ORD02555,2022-06-20,PRD0004,CUS0057,REP002,Port Harcourt,109,350,0
ORD02556,2023-05-28,PRD0032,CUS0015,REP010,Lagos,26,3800,0
ORD02557,2023-12-02,PRD0004,CUS0086,REP007,Abuja,102,350,0.1
ORD02558,2023-12-21,PRD0022,CUS0060,REP009,Lagos,61,750,0
ORD02559,2024-11-15,PRD0004,CUS0028,REP001,Kano,87,350,0.05
ORD02560,2022-05-18,PRD0012,CUS0076,REP007,Abuja,64,580,0.05
ORD02561,2023-10-22,PRD0001,CUS0007,REP004,Port Harcourt,30,650,0
ORD02562,2023-12-29,PRD0016,CUS0055,REP010,Lagos,59,1850,0.1
ORD02563,2022-01-16,PRD0003,CUS0012,REP008,Port Harcourt,18,520,0.05
ORD02564,2024-12-02,PRD0003,CUS0094,REP005,Ibadan,69,520,0.05
ORD02565,2023-11-29,PRD0021,CUS0010,REP010,Lagos,87,350,0
ORD02566,2023-05-19,PRD0001,CUS0047,REP008,Port Harcourt,19,650,0
ORD02567,2023-09-07,PRD0022,CUS0041,REP007,Abuja,25,750,0
ORD02568,2023-11-28,PRD0008,CUS0083,REP001,Kano,69,780,0
ORD02569,2023-09-07,PRD0031,CUS0003,REP001,Kano,47,4200,0
ORD02570,2022-07-10,PRD0014,CUS0096,REP007,Abuja,18,620,0
ORD02571,2022-08-21,PRD0007,CUS0050,REP009,Lagos,21,280,0
ORD02572,2023-03-11,PRD0001,CUS0039,REP005,Ibadan,45,650,0.15
ORD02573,2022-06-13,PRD0006,CUS0089,REP010,Ibadan,76,950,0.1
ORD02574,2023-09-02,PRD0007,CUS0010,REP009,Lagos,118,280,0.05
ORD02575,2022-07-10,PRD0003,CUS0007,REP006,Port Harcourt,18,520,0.05
